,category,title,series,episode_name,description,description2,tags,image,more,tags2,publication_date,rating,duration_sec
0,Family,The Dengineers,The Dengineers,Series 3 Witchcraft And Wizardry Den,Joe Tracini and Meryl Fernandes enlist expert designers and builders to construct dream dens for lucky youngsters.,"9 year old Kieran is a big fan of a certain wizard, and like his hero, he's had his life turned upside down. Kiran needs somewhere to escape, to let imaginations run wild and let his love of wizardry come to life.","['ABC ME', 'FAMILY']",https://cdn.iview.abc.net.au/thumbs/i/zw/ZW1508A012S00_5abc576157e85_1280.jpg,"Host Meryl Fernandes, Joe Tracini","['abc3', 'me-new-releases', '3real', '3family', 'childrens', 'family-viewing-abcme', 'family-viewing']",2022-03-08 16:01:36,G,1693
1,Family,PJ Masks,PJ Masks,Catboy And Master Fang's Sword,"When the city sleeps, Connor, Amaya & Greg's PJs magically transform the kids into superheroes - here comes Catboy, Owlette & Gekko! Watch out nighttime baddies - the PJ Masks are on their way, into the night to save the day!","Night Ninja has stolen Master Fang's prized sword and Catboy wants it back. But unlike his favourite Kung-Fu Master, Catboy has trouble staying calm and collected and will have to learn not to let his anger get in the way.","['ABC Kids', 'FAMILY']",https://cdn.iview.abc.net.au/thumbs/i/zw/ZW1191A014S00_595ca6a3cc655.jpg,No more information found,"['abc4kids', '4upper', 'abcme-shoulder', '4featured', 'childrens', 'family-viewing']",2022-03-19 17:37:55,G,715
2,Family,The Penguins Of Madagascar,The Penguins Of Madagascar,Episode 5 Mental Hen/Thumb Drive,"Join Skipper, Kowalski, Rico and Private on their all-new adventures at Central Park Zoo. The brothers already have their flippers full whilst keeping their neighbourhood happy and then along comes party animal Julien.","Watching ninja movies has brainwashed Leonard the koala. While he sleeps he terrorises everyone by sleepfighting./ After realising that Maurice's thumbs could prove to be very useful, the penguins recruit him into their team.","['ABC ME', 'FAMILY']",https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2080A005S00_5e8d1aabdd763_1280.jpg,No more information found,"['abc3', '3toons', '3comedy', '3featured', 'abc3-faves', 'childrens', 'family-viewing']",2022-03-25 08:00:02,G,1348
3,Family,Bluey (Mandarin),Bluey (Mandarin),Daddy Putdown,"Bluey is an inexhaustible six-year-old Blue Heeler dog, who loves to play and turns everyday family life into extraordinary adventures, developing her imagination and her mental, physical and emotional resilience. (Mandarin)","Bluey is an inexhaustible six-year-old Blue Heeler dog, who loves to play and turns everyday family life into extraordinary adventures, developing her imagination and her mental, physical and emotional resilience. (Mandarin)","['ABC Kids', 'FAMILY']",https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2653A045S00_61ea31e15678b_1280.jpg,No more information found,"['abc4kids', 'childrens', 'mandarin', 'family-viewing']",2022-02-01 06:04:00,G,420
4,Family,What's For Dinner?,What's For Dinner?,At Jemma's Place,"With a big spoonful of creativity, a pinch of tradition and a dash of fun - these Australian families have all the ingredients they need to answer the all-important question...What's For Dinner? Early Stage 1 History",Welcome to Jemma's farm! They say you can't make an omelette without cracking a few eggs and boy would they be right! Join Jemma at her family's egg farm as they enjoy a meal from paddock to plate. Anyone for a mini doughnut?,"['ABC ME', 'EDUCATION', 'FAMILY']",https://cdn.iview.abc.net.au/thumbs/i/ck/CK1805V004S00_5b1f1f8e2d4bc_1280.jpg,No more information found,"['abc3', 'me-prod', '3family', 'childrens', 'education', 'primary-humanities', 'family-viewing-abcme', 'family-viewing']",2021-06-02 10:05:00,G,511
5,Family,Odd Squad,Odd Squad,Series 2 The Movie: Part Three,"The Odd Squad Mobile Unit is back for more global adventures! From Paris, to Chicago, to Singapore, the team will travel the world in search of anything strange, weird, and especially odd.","When a group of adults run Odd Squad out of business, the agents are forced to become regular kids again until something very odd happens.","['ABC ME', 'FAMILY']",https://cdn.iview.abc.net.au/thumbs/i/zw/ZW0766A025S00_5a04f28c84819_1280.jpg,"Cast Alyssa Hidalgo, Gavin MacIver-Wright, Glee Dango, Jayce Alexander, Shazdeh Kapadia","['abc3', '3shoulder', '3tween', '3learn', '3oddsquad', 'abc3-faves', 'childrens', 'family-viewing-abcme', 'kindersolder', 'entertainment', 'investigation', 'adventure', 'explore', 'learn', 'mystery', 'funny', 'family-viewing']",2021-09-01 07:00:00,G,1342
6,Family,Nowhere Boys,Nowhere Boys,Series 3 Episode 10 Unwanted Visitors,Follow the action-packed adventure of four teenage boys who return from a school excursion to discover they're stuck in a parallel world into which they were never born.,"The Mini Demons come to Bremin High and cause havoc. Our gang catch them and keep them in their school bags, but they exert a negative influence over the gang - can Ben 2 stop them before it's too late?","['ABC ME', 'FAMILY']",https://cdn.iview.abc.net.au/thumbs/i/ch/CH1509V010S00_585cb5a5adad2.jpg,"Cast Dougie Baldwin, Joel Lok, Matt Testro, Rahart Sadiqzai","['abc3', '3drama', '3teen', '3supernatural', 'abc3-faves', '3featured', 'me-onboard', '3indigenous', 'family-viewing']",2021-10-17 06:53:00,PG,1576
7,Family,Kiri and Lou,Kiri and Lou,Yum Yum Baronies,"Kiri and Lou follows the adventures of Kiri, a feisty little dinosaur with overpowering emotions and Lou, a gentle but thoughtful creature. Each story is about the friendship of two prehistoric creatures and their adventures.","Kiri and Lou are going to have a feast of their favourite fruit - yum yum baronies, but Lou loses control and eats them all before Kiri can have any.","['ABC Kids', 'FAMILY']",https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2000A002S00_5d084ddbd2240.jpg,No more information found,"['abc4kids', '4quirky', 'childrens', 'dinosaurs', 'animation', 'explore', 'friendship', 'creatures', 'play', 'feel-good', 'happy', 'preschool', 'lower', 'primary', 'family-viewing', 'abcme-shoulder']",2019-08-11 17:57:03,G,300
8,Family,Kiri and Lou,Kiri and Lou,The Something Something,"Kiri and Lou follows the adventures of Kiri, a feisty little dinosaur with overpowering emotions and Lou, a gentle but thoughtful creature. Each story is about the friendship of two prehistoric creatures and their adventures.","Kiri and Lou decide to take Pania a giant fruit for a present. But as they bring it to her, they can't resist having a taste of it. And another. And another.","['ABC Kids', 'FAMILY']",https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2000A012S00_5d11849d59a18.jpg,No more information found,"['abc4kids', '4quirky', 'childrens', 'dinosaurs', 'animation', 'explore', 'friendship', 'creatures', 'play', 'feel-good', 'happy', 'preschool', 'lower', 'primary', 'family-viewing', 'abcme-shoulder']",2019-08-21 17:57:30,G,300
9,Family,Further Back In Time For Dinner,Further Back In Time For Dinner,Episode 1 The 1900s,"An ordinary family travels back in time 120 years to immerse themselves in five decades of Australian history. Annabel Crabb guides the Ferrone family through history as they cook, eat and live, from Federation to the 1940s.","Annabel Crabb and the Ferrone family return to immerse themselves in the past. The Ferrones are transported back to the 1900s where they cook, eat and live through stringent gender roles, school and Federation.","['ABC TV', 'DOCUMENTARY', 'FAMILY']",https://cdn.iview.abc.net.au/thumbs/i/do/DO1913H001S00_5f332b2736af7.jpg,Host Annabel Crabb,"['abc1', 'docs', 'annabel-crabb', 'docueseries', 'entertainment', 'home', 'food-cooking', 'history', 'nostalgia', 'culture', 'period', 'feel-good', 'real-life', 'culture-clash', 'a:established-parents', 'a:home-duties', 'a:older-sink-dink', 'a:retirees', 'ns:be-entertained', 'australia', 'family-viewing']",2020-09-01 21:32:36,PG,3493
10,Family,The Next Step,The Next Step: Bonus Content,Series 7 What If: You've Got Mail,"An unexpected opportunity divides The Next Step. While some dancers choose the road to Nationals, others seize a once in a lifetime chance to launch their dance careers into the stratosphere.","Five years after Summer won Dancemania, all the girls are on very different paths. Richelle sends a party invite to the girls.","['ABC ME', 'FAMILY']",https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3133A010S00_61e79a61e44e1_1920.jpg,"Cast Alexandra Beaton, Brittany Raymond, Isaac Lupien, Trevor Tordjman, Victoria Baldesarra","['abc3', '3dance', 'abc3-faves']",2022-02-01 06:00:00,G,323
11,Family,Ballet Now,No data found,Ballet Now,"This film captures the creative process behind the scenes at the famed Dorothy Chandler Pavilion - bringing dancers, choreographers and styles from all over the world together for three magical nights of performances.","This film captures the creative process behind the scenes at the famed Dorothy Chandler Pavilion - bringing dancers, choreographers and styles from all over the world together for three magical nights of performances.","['ABC TV Plus', 'DOCUMENTARY', 'ARTS & CULTURE', 'FAMILY']",https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2691A001S00_60caa8b2cbb79_1920.jpg,No more information found,"['abc2', 'docs', 'factual', 'arts', 'ballet', 'dance', 'culture', 'performance', 'inspirational', 'revealing', 'heartfelt', 'a:older-sink-dink', 'a:young-sink-dink', 'a:established-parents', 'ns:be-entertained', 'ns:be-inspired', 'behind-the-scenes', 'family-viewing']",2021-06-30 21:59:27,M,3555
12,Family,Nowhere Boys,Nowhere Boys,Series 2 Episode 1,Follow the action-packed adventure of four teenage boys who return from a school excursion to discover they're stuck in a parallel world into which they were never born.,"Felix, Andy, Jake and Sam have returned home, but still the universe seems out of balance. Felix is concerned that Alice has followed them back and Andy hopes his new power will get Ellen to notice him.","['ABC ME', 'FAMILY']",https://cdn.iview.abc.net.au/thumbs/i/ch/CH1359V001S00546c191a4d4614.12537164_1280.jpg,"Cast Dougie Baldwin, Joel Lok, Matt Testro, Rahart Sadiqzai","['abc3', '3drama', '3teen', '3action', '3supernatural', 'me-aus', 'me-aus-drama', 'family-viewing']",2021-10-17 06:26:00,G,1589
13,Family,Odd Squad,Odd Squad,Series 2 World Turned Odd Part 1,"The Odd Squad Mobile Unit is back for more global adventures! From Paris, to Chicago, to Singapore, the team will travel the world in search of anything strange, weird, and especially odd.","When Oona, Olympia and Otis accidentally change the past, they undo every odd case Odd Squad ever solved.","['ABC ME', 'FAMILY']",https://cdn.iview.abc.net.au/thumbs/i/zw/ZW0766A035S00_5a0bb3a369207_1280.jpg,"Cast Alyssa Hidalgo, Gavin MacIver-Wright, Glee Dango, Jayce Alexander, Shazdeh Kapadia","['abc3', '3shoulder', '3tween', '3learn', '3oddsquad', 'abc3-faves', 'childrens', 'family-viewing-abcme', 'kindersolder', 'entertainment', 'investigation', 'adventure', 'explore', 'learn', 'mystery', 'funny', 'family-viewing']",2021-09-01 07:00:00,G,1371
14,Family,Basketball: WNBL,Basketball: WNBL,Semi Final 2 (Game 1) Perth v Canberra,"Australia's longest running female professional sporting competition, the WNBL has been showcasing the nation's top women's basketball players since 1981.",A shock loss to Townsville in the final round saw the Perth Lynx denied top of the table status. After finishing second on the ladder the Lynx now host third placed Canberra Capitals in Game 1 of a best-of-three semi series.,"['ABC TV', 'SPORT', 'FAMILY']",https://cdn.iview.abc.net.au/thumbs/i/rs/RS2103H018S00_62380a2d8176b_1280.jpg,No more information found,"['abc1', 'sport', 'event', 'basketball', 'australia', 'family-viewing']",2022-03-24 23:30:00,No data found,6372
15,Family,War On Waste,War On Waste Extras,Series 2 Commercial Food Waste,"Craig Reucassel returns for a 2nd series of the landmark series that sparked action across the nation. Craig targets plastic water bottles, straws, e-waste, fast furniture, food waste and the recycling crisis. #WarOnWasteAU",Craig meets Yume founder Katy Barfield who's on a one woman mission to save commercial food waste from landfill.,"['ABC TV', 'DOCUMENTARY', 'SCIENCE', 'FAMILY']",https://cdn.iview.abc.net.au/thumbs/i/dc/DC1724H004S00_5b55534f9d0b5_1280.jpg,Host Craig Reucassel,"['abc1', 'docs', 'science', 'technology', 'abc-life']",2018-07-24 21:32:00,G,308
16,Family,Operation Ouch!,Operation Ouch!,Series 1 Episode 6,"Operation Ouch! is back! Join Dr Chris, Dr Xand and Dr Ronx for awesome lab experiments, intriguing injuries, Brilliant Bodies and a serious dose of Ouchology.","Dr Chris takes a terrifying, stomach-turning ride in an aerobatic display plane to explain what happens to your body when you feel travel sick. Also the doctors put on their PJs to investigate all about sleep.","['ABC ME', 'FAMILY']",https://cdn.iview.abc.net.au/thumbs/i/zx/ZX9423A006S005313f5bfdc0706.13367936_460.jpg,"Host Chris Van Tulleken, Xand Van Tulleken","['abc3', '3real', '3summer', '3science', '3tween', 'me-onboard', 'childrens', 'family-viewing-abcme', 'explore', 'learn', 'abc3-faves', 'family-viewing', 'abc3', '3summer']",2021-06-21 10:17:00,G,1695
17,Family,Nowhere Boys,Nowhere Boys,Series 2 Episode 11,Follow the action-packed adventure of four teenage boys who return from a school excursion to discover they're stuck in a parallel world into which they were never born.,Sam and Roland have swapped bodies during the memory-wiping spell. Will the gang realise the truth before it's too late?,"['ABC ME', 'FAMILY']",https://cdn.iview.abc.net.au/thumbs/i/ch/CH1359V011S0054c1c50f07e780.38749936_1280.jpg,"Cast Dougie Baldwin, Joel Lok, Matt Testro, Rahart Sadiqzai","['abc3', '3drama', '3teen', '3action', '3supernatural', 'me-aus', 'me-aus-drama', 'family-viewing']",2021-10-17 06:26:00,PG,1575
18,Family,The Next Step,The Next Step,Series 6 Episode 10 Twinkle Toes,"An unexpected opportunity divides The Next Step. While some dancers choose the road to Nationals, others seize a once in a lifetime chance to launch their dance careers into the stratosphere.","Prom night at TNS ignites new flames, old rivalries, and a whole lot of dancing.","['ABC ME', 'FAMILY']",https://cdn.iview.abc.net.au/thumbs/i/zw/ZW1696A010S00_5c11bcef5041e.jpg,"Cast Alexandra Beaton, Brittany Raymond, Isaac Lupien, Trevor Tordjman, Victoria Baldesarra","['abc3', '3drama', '3tween', '3family', '3girls', '3featured', '3dance', 'abc3-faves', 'family-viewing']",2022-03-14 06:30:00,G,1306
19,Family,Little Lunch,Little Lunch,Series 1 The Thing In The Sand,"Based on the successful books written by Danny Katz and illustrated by Mitch Vane, Little Lunch is a series of funny and touching adventures about 15 highly significant minutes of a child's life.","Melanie thinks she discovers a possum's head in the sand pit, and refuses to believe that it's actually Rory's craft project made out of a pine-cone and toilet paper.","['ABC ME', 'FAMILY']",https://cdn.iview.abc.net.au/thumbs/i/ch/CH1302V010S0056f1e60a06a177.55279325_1280.jpg,"Cast Joshua Sitch, Madison Lu, Faith Seci, Olivia Deeble, Oisin O'Leary","['abc3', '3comedy', '3featured', 'abc3-faves', 'childrens', 'family-viewing-abcme', 'family-viewing', 'kindersolder']",2021-02-09 06:00:00,G,786
20,Family,Further Back In Time For Dinner (Simplified Chinese Subtitles),Further Back In Time For Dinner (Simplified Chinese Subtitles),Episode 5 The 1940s,"An ordinary family travels back in time 120 years to immerse themselves in five decades of Australian history. Annabel Crabb guides the Ferrone family through history as they cook, eat and live, from Federation to the 1940s.","In a decade born of war, the Ferrones face more uncertainty. Julian enlists, Peter is punished for his Italian heritage, Carol and Sienna swap their aprons for pants and go to work for the war effort. (Final)","['ABC TV', 'DOCUMENTARY', 'FAMILY']",https://cdn.iview.abc.net.au/thumbs/i/iv/IV2011H005S00_606feb446b5bf_1280.jpg,No more information found,"['abc1', 'docs', 'family-viewing']",2021-04-09 17:00:00,PG,3310
21,Family,Hardball,Hardball,Series 1 Episode 5 Too Many Cooks,"Hardball follows fish out of water Mikey and his two misfit mates, Salwa and Jerry. Their goal - make Mikey the sweetest-bestest-acest handball champ Western Sydney's ever seen.","Jerry and Salwa lock horns training Mikey. Daddy has his Bullfrogs' debut, but when he misses an important tackle, Mikey cheers Daddy up with wise words.","['ABC ME', 'FAMILY']",https://cdn.iview.abc.net.au/thumbs/i/ch/CH1719H005S00_5c8f001948eaf.jpg,"Cast Semisi Cheekam, Logan Reberger, Reannah Hamdan, Erin Choy","['abc3', '3featured', 'abc3-faves', '3sport', 'family-viewing-abcme', 'family-viewing']",2021-09-09 06:00:00,G,1423
22,Family,Mindful Earth,Mindful Earth,Series 1 Serene Ocean,"This series expertly combines exquisite, often unseen footage, natural soundscapes, and mindfulness narration to immerse viewers in the natural world.","Guided mindfulness and stunning natural history footage go hand in hand to produce a series of immersive, relaxing films. With coral, sealions, whales and jellyfish.","['ABC ME', 'FAMILY']",https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2915A011S00_6153fe84a3d04_1920.jpg,No more information found,"['abc3', '3featured', 'family-viewing']",2022-03-06 15:15:32,G,622
23,Family,Hank Zipzer,Hank Zipzer,Series 3 Episode 11 Christmas In July,"Inspired by the true life experiences of Henry Winkler, this series about the world's greatest underachiever returns, following 12-year-old Henry ""Hank"" Zipzer, whose glass is half full, but he just spills it everywhere.","It's summer and Hank wants to prove himself to his parents, so he decides it's the ideal time to throw Rosa the perfect Christmas. Papa Pete can't fit into his Santa costume, so Stan decides to put him on a fitness regime.","['ABC ME', 'FAMILY']",https://cdn.iview.abc.net.au/thumbs/i/zw/ZW0987A011S00_58ae54a5ef48b.jpg,"Cast Nick James, Henry Winkler, Felicity Montagu","['abc3', '3family', '3featured', 'me-new-releases', 'family-viewing', 'family-viewing-abcme', 'entertainment', 'school', 'funny', 'inspirational', 'feel-good']",2022-03-06 21:27:20,G,1450
24,Family,Bluey (Mandarin),Bluey (Mandarin),Barky Boats,"Bluey is an inexhaustible six-year-old Blue Heeler dog, who loves to play and turns everyday family life into extraordinary adventures, developing her imagination and her mental, physical and emotional resilience. (Mandarin)","Bluey and Mackenzie are excited to spend time with their two buddies Mia and Captain. When the older kids run off to play together without them, Calypso explains that growing up can be hard. (Mandarin)","['ABC Kids', 'FAMILY']",https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3248A033S00_61ea0d9ef3ec3_1280.jpg,No more information found,"['abc4kids', 'childrens', 'family-viewing']",2022-02-01 06:17:30,G,420
25,Family,Find Me In Paris,Find Me In Paris,Series 3 Episode 17 What If?,"Lena seeks to find who she is and why everyone is so interested in her and her timepiece. When she and her friends attend a dance workshop in the South of France, they have to fight for the only spot available in the company.",Armando gives out aptitude tests and the students are given an assignment in which they must perform a presentation however each student is unhappy with the job they must present about.,"['ABC ME', 'FAMILY']",https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2096A017S00_5f59d921c6d5f_1280.jpg,"Cast Jessica Lord, Eubha Akilade, Castle Rock, Terique Jarrett, Christy O'Donnell","['abc3', 'abc3-faves', '3featured', '3drama', '3sport', '3dance', 'family-viewing']",2021-07-16 06:25:00,G,1470
26,Family,Find Me In Paris,Find Me In Paris,Series 3 Episode 7 Slamming Doors,"Lena seeks to find who she is and why everyone is so interested in her and her timepiece. When she and her friends attend a dance workshop in the South of France, they have to fight for the only spot available in the company.","Armando issues a ballet challenge to the CJ Company and other divisions on behalf of the crew, but tensions between the crew hinder the creative process.","['ABC ME', 'FAMILY']",https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2096A007S00_5f645b0baf081_1280.jpg,"Cast Jessica Lord, Eubha Akilade, Castle Rock, Terique Jarrett, Christy O'Donnell","['abc3', 'abc3-faves', '3featured', '3drama', '3sport', '3dance', 'family-viewing']",2021-07-16 06:25:00,G,1460
27,Family,Good Game Spawn Point,Good Game Spawn Point,Series 12 Episode 33 Hot Wheels: Unleashed & Origin Story: Aku Aku and Uka Uka,"Good Game Spawn Point is Australia's only videogame show for younger gamers. Gem, Rad, and Jax review the hottest new games, answer your toughest gaming questions, and celebrate all the fun news from the world of gaming.","We speed through the epic tiny toy racing of Hot Wheels: Unleashed, plus we take a look at the Origin Story of Crash Bandicoot's mysterious brothers Aku Aku and Uka Uka!","['ABC ME', 'FAMILY']",https://cdn.iview.abc.net.au/thumbs/i/ch/CH2063H033S00_61ea369b72891_1280.jpg,"Host Gem, Rad, Jax","['abc3', 'ggsp', '3featured', 'abc3-faves', 'childrens']",2021-10-30 09:15:20,G,1100
28,Family,Good Game Spawn Point,Good Game Spawn Point,Series 12 Episode 23 GGSP ICYMI: Pokemon Sword & Shield,"Good Game Spawn Point is Australia's only videogame show for younger gamers. Gem, Rad, and Jax review the hottest new games, answer your toughest gaming questions, and celebrate all the fun news from the world of gaming.","We dive back into some of the best bits of GGSP! We review the latest mainline Pokemon adventure Sword and Shield, DARREN dives into the power of processors, and Gem shows you how to make your own Cuphead Cups!","['ABC ME', 'FAMILY']",https://cdn.iview.abc.net.au/thumbs/i/ch/CH2063H023S00_6119bb0fd83ac_1920.jpg,"Host Gem, Rad, Jax","['abc3', 'ggsp', '3featured', 'abc3-faves', 'childrens']",2021-08-14 09:13:50,G,1046
29,Family,All-Round Champion,All-Round Champion,Series 1 Episode 8 Wakeboarding,Ten of the best teen athletes at the top of their game step outside their comfort zones to compete against each other in all their rivals' sports - one hardcore athlete will be crowned the All-Round Champion.,Daniel is unable to compete this week and the athletes are hoping to make a move on the Leaderboard.,"['ABC ME', 'FAMILY']",https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2773A008S00_612dbbd3f2783.jpg,Host Perdita Felicien,"['abc3', 'family-viewing-abcme', 'family-viewing']",2021-09-18 10:47:21,G,2980
30,Family,Bluey (Mandarin),Bluey (Mandarin),Dunny,"Bluey is an inexhaustible six-year-old Blue Heeler dog, who loves to play and turns everyday family life into extraordinary adventures, developing her imagination and her mental, physical and emotional resilience. (Mandarin)","Mum bans the girls from saying the word 'dunny' because it's not a word The Queen would use, but the kids try and trick her into saying it anyway. (Mandarin)","['ABC Kids', 'FAMILY']",https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3248A041S00_61ea0cbb52e6f_1280.jpg,No more information found,"['abc4kids', 'childrens', 'family-viewing']",2022-02-01 06:19:00,G,420
31,Family,Shaun The Sheep: Championsheeps,Shaun The Sheep: Championsheeps,Series 1 Hockey,Shaun the sheep sports special.,When the Old Lady realises her umbrella is being used as a hockey stick she seizes the opportunity to score the winning goal.,"['ABC Kids', 'FAMILY']",https://cdn.iview.abc.net.au/thumbs/i/zx/ZX6621A016S00552eff38b8e617.59446086_1280.jpg,No more information found,"['abc4kids', '4animals', '4shoulder', 'abcme-shoulder', 'childrens', 'family-viewing-abcme', 'family-viewing']",2021-07-18 06:15:00,G,68
32,Family,Odd Squad,Odd Squad: Book Of Games,Series 4 Odd Squad Book of Games Part 4,"The Odd Squad Mobile Unit is back for more global adventures! From Paris, to Chicago, to Singapore, the team will travel the world in search of anything strange, weird, and especially odd.",We learn about The Slime Bucket Walk Game from the Odd Squad Book of Games.,"['ABC ME', 'FAMILY']",https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3173A004S00_621daec66dece_1920.jpg,"Cast Alyssa Hidalgo, Gavin MacIver-Wright, Glee Dango, Jayce Alexander, Shazdeh Kapadia",['abc3'],2022-03-13 06:01:00,G,150
33,Family,Shaun The Sheep: Championsheeps,Shaun The Sheep: Championsheeps,Series 1 Archery,Shaun the sheep sports special.,The competition gets heated and Shaun and Bitzers' recklessness almost results in Farmer discovering what they've been up to.,"['ABC Kids', 'FAMILY']",https://cdn.iview.abc.net.au/thumbs/i/zx/ZX6621A006S005508eedf7db7d1.16526973_1280.jpg,No more information found,"['abc4kids', '4animals', '4shoulder', 'abcme-shoulder', 'childrens', 'family-viewing-abcme', 'family-viewing']",2021-07-18 06:15:00,G,68
34,Family,Bluey (Mandarin),Bluey (Mandarin),Escape,"Bluey is an inexhaustible six-year-old Blue Heeler dog, who loves to play and turns everyday family life into extraordinary adventures, developing her imagination and her mental, physical and emotional resilience. (Mandarin)","When Mum and Dad describe a made-up world where they can relax without the girls, Bluey and Bingo decide to burst into their fantasy and chase them down. How will Mum and Dad escape? (Mandarin)","['ABC Kids', 'FAMILY']",https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3248A023S00_61ea0ee76196b_1280.jpg,No more information found,"['abc4kids', 'childrens', 'family-viewing']",2022-02-01 06:15:10,G,420
35,Family,Zog,No data found,Zog,"Based on the picture book by Julia Donaldson, this is an animated comedy about a keen young dragon desperate to impress his teacher, and his surprising friendship with a powerful young princess. International Emmy Winner for Kids Animation 2020. (2017)","Based on the picture book by Julia Donaldson, this is an animated comedy about a keen young dragon desperate to impress his teacher, and his surprising friendship with a powerful young princess. International Emmy Winner for Kids Animation 2020.","['ABC Kids', 'FAMILY']",https://cdn.iview.abc.net.au/thumbs/i/zw/ZW1247A001S00_5ca6c78a58ad8_1280.jpg,"Director Max Lang, Daniel Snaddon","['abc4kids', '4feature', '4featured', 'abcme-shoulder', 'childrens', 'watchwiththekids', 'family-viewing']",2020-04-17 11:45:30,G,1621
36,Family,Hard Quiz,Hard Quiz,Series 7 Episode 9,"Australia's favourite game show returns and this year it's harder than ever with a wild assortment of everyday experts battling it out for a crack at Big Brass glory, while Tom Gleeson has a crack at them.","Tom Gleeson is hanging on to the Big Brass Mug until one expert can prove they deserve it with their knowledge of soccer legend Diego Maradona, US President George W. Bush, the Harry Potter movies, or bricks!","['ABC TV', 'ABC TV Plus', 'COMEDY', 'FAMILY']",https://cdn.iview.abc.net.au/thumbs/i/le/LE2131V_61fb56918ed22_3600.jpg,Host Tom Gleeson,"['abc1', 'abc2', 'australia', 'comedy', 'funny', 'witty', 'exciting', 'entertainment', 'game-show', 'quiz-show', 'family-viewing', 'iview']",2022-03-30 20:02:20,PG,1643
37,Family,Born To Spy,Born To Spy,Series 1 Episode 5,"Yu Na and Min Park want more excitement in their lives, but they don't realise just how crazy things will become when they discover that their once unremarkable parents are actually international spies and have disappeared in suspicious circumstances!","The kids organise an excursion to the Botanic Gardens to intercept Mr Turei's mission - but their plan is derailed when their Halmeoni shows up unexpectedly, distracting them from their goal.","['ABC ME', 'FAMILY']",https://cdn.iview.abc.net.au/thumbs/i/ch/CH2006H005S00_619329926eeac_1920.jpg,"Cast Hannah Kim, Ocean Lim, Julia Yon, Danny Kim, Lulu Quirk","['abc3', '3featured', 'childrens', 'family-viewing-abcme', 'family-viewing', 'cald', 'diversity']",2021-12-10 06:00:00,PG,1375
38,Family,Odd Squad,Odd Squad: Gadget Testers,Series 4 Odd Squad Gadget Testers Episode 1,"The Odd Squad Mobile Unit is back for more global adventures! From Paris, to Chicago, to Singapore, the team will travel the world in search of anything strange, weird, and especially odd.",The Odd Squad agents test the Multiply-By-Two-Inator.,"['ABC ME', 'FAMILY']",https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3136A001S00_621db00c3441f_1920.jpg,"Cast Alyssa Hidalgo, Gavin MacIver-Wright, Glee Dango, Jayce Alexander, Shazdeh Kapadia",['abc3'],2022-03-13 06:01:00,G,150
39,Family,The Epic Adventures of Morph,The Epic Adventures of Morph,Series 1 Episode 6 Daredevil Delilah,"See Morph and his sidekick Chas, reunited with their old friends Delilah and Grandmorph. The Very Small creatures will also join the gang as they embark on some truly epic adventures.","When Delilah drops in with epic style, Morph takes small steps to ride a mega ramp and encourages Chas to do the same. But Chas has the ride of his life when he tries to take one giant leap.","['ABC ME', 'FAMILY']",https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2209A006S00_609a295fdca7c.jpg,No more information found,"['abc3', '3featured', 'family-viewing']",2021-06-22 06:00:00,G,296
40,Family,Mystic,Mystic,Series 2 Episode 3 The Wager,Mystic is back and this time he is giving Issie visions of the future - can the KP gang solve this new mystery before it's too late?,"Dulmoth Park have moved in and the escalating rivalry with the KP team ends in a secret race on the dunes. Meanwhile, Tom's in trouble when the racehorse goes missing.","['ABC ME', 'FAMILY']",https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2683A003S00_6226befdea967.jpg,"Cast Macey Chipping, Laura Patch, Catherine Downes, Phil Brown, Kirk Torrance","['abc3', '3featured', 'family-viewing']",2022-03-26 17:25:09,G,1675
41,Family,Find Me In Paris,Find Me In Paris,Series 2 Episode 18 The Brainy Bunch,"Lena seeks to find who she is and why everyone is so interested in her and her timepiece. When she and her friends attend a dance workshop in the South of France, they have to fight for the only spot available in the company.","When Lena and Max are partnered for a science fair project, ideas clash and Lena's left wondering if they are even compatible as a couple.","['ABC ME', 'FAMILY']",https://cdn.iview.abc.net.au/thumbs/i/zw/ZW1944A018S00_5dc3ad16e2981_1280.jpg,"Cast Jessica Lord, Eubha Akilade, Castle Rock, Terique Jarrett, Christy O'Donnell","['abc3', 'abc3-faves', '3featured', '3drama', '3sport', '3dance', 'family-viewing']",2021-07-16 06:00:00,G,1468
